cluster,length,occurences_pl,occurences_en,frequency_pl,frequency_en,total_frequency,relative_frequency
zwʃ,3,8,0,0.000509,0.000000,0.000509,1.000000
zz,2,331,2,0.021073,0.000141,0.021215,0.993338
zzb,3,4,0,0.000255,0.000000,0.000255,1.000000
zzd,3,10,0,0.000637,0.000000,0.000637,1.000000
zzdr,4,2,0,0.000127,0.000000,0.000127,1.000000
zzdv,4,2,0,0.000127,0.000000,0.000127,1.000000
zzdw,4,2,0,0.000127,0.000000,0.000127,1.000000
zzd͡z,3,1,0,0.000064,0.000000,0.000064,1.000000
zzd͡zv,4,1,0,0.000064,0.000000,0.000064,1.000000
zzd͡ʒ,3,4,0,0.000255,0.000000,0.000255,1.000000
zzg,3,6,0,0.000382,0.000000,0.000382,1.000000
zzgr,4,1,0,0.000064,0.000000,0.000064,1.000000
zzj,3,4,0,0.000255,0.000000,0.000255,1.000000
zzl,3,1,0,0.000064,0.000000,0.000064,1.000000
zzm,3,6,0,0.000382,0.000000,0.000382,1.000000
zzn,3,8,0,0.000509,0.000000,0.000509,1.000000
zzr,3,7,0,0.000446,0.000000,0.000446,1.000000
zzv,3,22,0,0.001401,0.000000,0.001401,1.000000
zzvr,4,1,0,0.000064,0.000000,0.000064,1.000000
zzvw,4,4,0,0.000255,0.000000,0.000255,1.000000
zzw,3,2,0,0.000127,0.000000,0.000127,1.000000
zzz,3,3,0,0.000191,0.000000,0.000191,1.000000
zzɣ,3,3,0,0.000191,0.000000,0.000191,1.000000
zzɲ,3,5,0,0.000318,0.000000,0.000318,1.000000
zzʒ,3,4,0,0.000255,0.000000,0.000255,1.000000
zzʒv,4,1,0,0.000064,0.000000,0.000064,1.000000
zð,2,0,533,0.000000,0.037668,0.037668,0.000000
zɣ,2,255,0,0.016235,0.000000,0.016235,1.000000
zɣb,3,1,0,0.000064,0.000000,0.000064,1.000000
zɣl,3,4,0,0.000255,0.000000,0.000255,1.000000
zɣm,3,3,0,0.000191,0.000000,0.000191,1.000000
zɣn,3,3,0,0.000191,0.000000,0.000191,1.000000
zɣr,3,19,0,0.001210,0.000000,0.001210,1.000000
zɣv,3,18,0,0.001146,0.000000,0.001146,1.000000
zɣw,3,12,0,0.000764,0.000000,0.000764,1.000000
zɣz,3,1,0,0.000064,0.000000,0.000064,1.000000
zɣɲ,3,5,0,0.000318,0.000000,0.000318,1.000000
zɲ,2,343,0,0.021837,0.000000,0.021837,1.000000
zʃ,2,0,107,0.000000,0.007562,0.007562,0.000000
zʃr,3,0,3,0.000000,0.000212,0.000212,0.000000
zʒ,2,96,0,0.006112,0.000000,0.006112,1.000000
zʒv,3,11,0,0.000700,0.000000,0.000700,1.000000
zθ,2,0,55,0.000000,0.003887,0.003887,0.000000
zθr,3,0,27,0.000000,0.001908,0.001908,0.000000
ðb,2,0,41,0.000000,0.002898,0.002898,0.000000
ðbl,3,0,13,0.000000,0.000919,0.000919,0.000000
ðbr,3,0,7,0.000000,0.000495,0.000495,0.000000
ðd,2,0,28,0.000000,0.001979,0.001979,0.000000
ðdf,3,0,1,0.000000,0.000071,0.000071,0.000000
ðdj,3,0,1,0.000000,0.000071,0.000071,0.000000
ðdr,3,0,5,0.000000,0.000353,0.000353,0.000000
ðd͡ʒ,2,0,6,0.000000,0.000424,0.000424,0.000000
ðf,2,0,17,0.000000,0.001201,0.001201,0.000000
ðfl,3,0,2,0.000000,0.000141,0.000141,0.000000
ðfr,3,0,1,0.000000,0.000071,0.000071,0.000000
ðg,2,0,18,0.000000,0.001272,0.001272,0.000000
ðgl,3,0,8,0.000000,0.000565,0.000565,0.000000
ðgr,3,0,5,0.000000,0.000353,0.000353,0.000000
ðh,2,0,41,0.000000,0.002898,0.002898,0.000000
ðj,2,0,38,0.000000,0.002686,0.002686,0.000000
ðk,2,0,24,0.000000,0.001696,0.001696,0.000000
ðkl,3,0,4,0.000000,0.000283,0.000283,0.000000
ðkr,3,0,1,0.000000,0.000071,0.000071,0.000000
ðl,2,0,14,0.000000,0.000989,0.000989,0.000000
ðm,2,0,51,0.000000,0.003604,0.003604,0.000000
ðn,2,0,12,0.000000,0.000848,0.000848,0.000000
ðp,2,0,28,0.000000,0.001979,0.001979,0.000000
ðpl,3,0,4,0.000000,0.000283,0.000283,0.000000
ðpr,3,0,4,0.000000,0.000283,0.000283,0.000000
ðr,2,0,11,0.000000,0.000777,0.000777,0.000000
ðs,2,0,53,0.000000,0.003746,0.003746,0.000000
ðsk,3,0,3,0.000000,0.000212,0.000212,0.000000
ðsl,3,0,1,0.000000,0.000071,0.000071,0.000000
ðsm,3,0,1,0.000000,0.000071,0.000071,0.000000
ðsp,3,0,7,0.000000,0.000495,0.000495,0.000000
ðspr,4,0,1,0.000000,0.000071,0.000071,0.000000
ðst,3,0,7,0.000000,0.000495,0.000495,0.000000
ðstr,4,0,3,0.000000,0.000212,0.000212,0.000000
ðt,2,0,27,0.000000,0.001908,0.001908,0.000000
ðtr,3,0,6,0.000000,0.000424,0.000424,0.000000
ðt͡ʃ,2,0,10,0.000000,0.000707,0.000707,0.000000
ðv,2,0,3,0.000000,0.000212,0.000212,0.000000
ðw,2,0,31,0.000000,0.002191,0.002191,0.000000
ðz,2,0,21,0.000000,0.001484,0.001484,0.000000
ðzl,3,0,1,0.000000,0.000071,0.000071,0.000000
ðzm,3,0,1,0.000000,0.000071,0.000071,0.000000
ðzp,3,0,1,0.000000,0.000071,0.000071,0.000000
ðzw,3,0,1,0.000000,0.000071,0.000071,0.000000
ðzð,3,0,2,0.000000,0.000141,0.000141,0.000000
ðzʃ,3,0,1,0.000000,0.000071,0.000071,0.000000
ðzʃr,4,0,1,0.000000,0.000071,0.000071,0.000000
ðð,2,0,138,0.000000,0.009753,0.009753,0.000000
ðʃ,2,0,5,0.000000,0.000353,0.000353,0.000000
ðθ,2,0,4,0.000000,0.000283,0.000283,0.000000
ðθr,3,0,2,0.000000,0.000141,0.000141,0.000000
ŋb,2,0,161,0.000000,0.011378,0.011378,0.000000
ŋbj,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋbl,3,0,11,0.000000,0.000777,0.000777,0.000000
ŋbr,3,0,8,0.000000,0.000565,0.000565,0.000000
ŋd,2,1282,102,0.081620,0.007208,0.088828,0.918849
ŋdb,3,11,0,0.000700,0.000000,0.000700,1.000000
ŋdd,3,7,0,0.000446,0.000000,0.000446,1.000000
ŋdd͡ʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
ŋdg,3,11,0,0.000700,0.000000,0.000700,1.000000
ŋdgm,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋdgr,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdj,3,7,3,0.000446,0.000212,0.000658,0.677631
ŋdl,3,6,0,0.000382,0.000000,0.000382,1.000000
ŋdm,3,13,0,0.000828,0.000000,0.000828,1.000000
ŋdn,3,96,0,0.006112,0.000000,0.006112,1.000000
ŋdr,3,55,11,0.003502,0.000777,0.004279,0.818326
ŋdrn,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋdrt͡s,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdrɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdrʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdrʒɲ,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋdv,3,22,0,0.001401,0.000000,0.001401,1.000000
ŋdvb,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdvd,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdvj,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdvv,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋdvw,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋdvɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdw,3,4,0,0.000255,0.000000,0.000255,1.000000
ŋdz,3,13,0,0.000828,0.000000,0.000828,1.000000
ŋdzd,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdzm,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdɣ,3,2,0,0.000127,0.000000,0.000127,1.000000
ŋdɲ,3,75,0,0.004775,0.000000,0.004775,1.000000
ŋdʒ,3,21,0,0.001337,0.000000,0.001337,1.000000
ŋdʒb,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋdʒg,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋdʒv,4,4,0,0.000255,0.000000,0.000255,1.000000
ŋdʒvn,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋdʒvr,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋdʒz,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡z,2,765,0,0.048704,0.000000,0.048704,1.000000
ŋd͡zb,3,15,0,0.000955,0.000000,0.000955,1.000000
ŋd͡zbl,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zbr,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zbw,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zbʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zbʒm,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zd,3,35,0,0.002228,0.000000,0.002228,1.000000
ŋd͡zdv,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zdw,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zdʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zdʒv,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zd͡z,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zd͡zb,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zd͡ʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zg,3,25,0,0.001592,0.000000,0.001592,1.000000
ŋd͡zgr,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋd͡zgw,4,7,0,0.000446,0.000000,0.000446,1.000000
ŋd͡zk,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zl,3,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zm,3,6,0,0.000382,0.000000,0.000382,1.000000
ŋd͡zn,3,3,0,0.000191,0.000000,0.000191,1.000000
ŋd͡zr,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zv,3,70,0,0.004457,0.000000,0.004457,1.000000
ŋd͡zvb,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zvd,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zvd͡ʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zvg,4,4,0,0.000255,0.000000,0.000255,1.000000
ŋd͡zvgr,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zvgv,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zvj,4,4,0,0.000255,0.000000,0.000255,1.000000
ŋd͡zvl,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zvr,4,17,0,0.001082,0.000000,0.001082,1.000000
ŋd͡zvv,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zvw,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zvz,4,5,0,0.000318,0.000000,0.000318,1.000000
ŋd͡zvzr,5,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zvʒ,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zz,3,81,0,0.005157,0.000000,0.005157,1.000000
ŋd͡zzb,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋd͡zzbr,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zzd,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zzg,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zzm,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋd͡zzn,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋd͡zzr,4,4,0,0.000255,0.000000,0.000255,1.000000
ŋd͡zzv,4,4,0,0.000255,0.000000,0.000255,1.000000
ŋd͡zzw,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋd͡zzz,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zzɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zzɣr,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zzɲ,4,4,0,0.000255,0.000000,0.000255,1.000000
ŋd͡zɣ,3,10,0,0.000637,0.000000,0.000637,1.000000
ŋd͡zɣr,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zɲ,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡zʒ,3,10,0,0.000637,0.000000,0.000637,1.000000
ŋd͡ʒ,2,5,17,0.000318,0.001201,0.001520,0.209463
ŋd͡ʒz,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋd͡ʒɣ,3,3,0,0.000191,0.000000,0.000191,1.000000
ŋd͡ʒɣv,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋf,2,0,172,0.000000,0.012155,0.012155,0.000000
ŋfj,3,0,2,0.000000,0.000141,0.000141,0.000000
ŋfl,3,0,5,0.000000,0.000353,0.000353,0.000000
ŋfr,3,0,35,0.000000,0.002473,0.002473,0.000000
ŋg,2,519,287,0.033043,0.020283,0.053325,0.619642
ŋgd,3,4,0,0.000255,0.000000,0.000255,1.000000
ŋgj,3,0,2,0.000000,0.000141,0.000141,0.000000
ŋgl,3,40,61,0.002547,0.004311,0.006858,0.371360
ŋgld,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋgldb,5,0,1,0.000000,0.000071,0.000071,0.000000
ŋgn,3,104,0,0.006621,0.000000,0.006621,1.000000
ŋgr,3,4,34,0.000255,0.002403,0.002657,0.095829
ŋgv,3,4,0,0.000255,0.000000,0.000255,1.000000
ŋgvz,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋgvzb,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋgw,3,29,45,0.001846,0.003180,0.005027,0.367314
ŋgz,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋgzɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋgɲ,3,85,0,0.005412,0.000000,0.005412,1.000000
ŋgʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
ŋh,2,0,130,0.000000,0.009187,0.009187,0.000000
ŋhj,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋj,2,0,48,0.000000,0.003392,0.003392,0.000000
ŋk,2,795,665,0.050614,0.046996,0.097611,0.518532
ŋkb,3,0,6,0.000000,0.000424,0.000424,0.000000
ŋkd,3,0,3,0.000000,0.000212,0.000212,0.000000
ŋkdr,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋkd͡ʒ,3,0,2,0.000000,0.000141,0.000141,0.000000
ŋkf,3,1,7,0.000064,0.000495,0.000558,0.114022
ŋkfl,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋkfr,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋkfʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋkg,3,0,3,0.000000,0.000212,0.000212,0.000000
ŋkh,3,0,10,0.000000,0.000707,0.000707,0.000000
ŋkj,3,0,35,0.000000,0.002473,0.002473,0.000000
ŋkk,3,16,5,0.001019,0.000353,0.001372,0.742453
ŋkkl,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋkkr,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋkl,3,2,18,0.000127,0.001272,0.001399,0.090989
ŋkm,3,0,5,0.000000,0.000353,0.000353,0.000000
ŋkmj,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋkn,3,42,2,0.002674,0.000141,0.002815,0.949795
ŋkp,3,6,5,0.000382,0.000353,0.000735,0.519473
ŋkpr,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋkpʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋkr,3,0,24,0.000000,0.001696,0.001696,0.000000
ŋks,3,2,77,0.000127,0.005442,0.005569,0.022864
ŋksd͡ʒ,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋksf,4,0,5,0.000000,0.000353,0.000353,0.000000
ŋksfl,5,0,1,0.000000,0.000071,0.000071,0.000000
ŋksg,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋksh,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋksm,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋksn,4,0,3,0.000000,0.000212,0.000212,0.000000
ŋksr,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋkst,4,1,11,0.000064,0.000777,0.000841,0.075698
ŋkstr,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋksw,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋksð,4,0,3,0.000000,0.000212,0.000212,0.000000
ŋkt,3,4,18,0.000255,0.001272,0.001527,0.166801
ŋktb,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋkth,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋktl,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋktr,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋkts,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋktst,5,0,1,0.000000,0.000071,0.000071,0.000000
ŋktw,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋkt͡s,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋkt͡ʃ,3,2,2,0.000127,0.000141,0.000269,0.473926
ŋkw,3,6,22,0.000382,0.001555,0.001937,0.197234
ŋkwk,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋkwkr,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋkwkrv,6,1,0,0.000064,0.000000,0.000064,1.000000
ŋkð,3,0,19,0.000000,0.001343,0.001343,0.000000
ŋkɲ,3,24,0,0.001528,0.000000,0.001528,1.000000
ŋkʃ,3,230,36,0.014643,0.002544,0.017187,0.851974
ŋkθ,3,0,2,0.000000,0.000141,0.000141,0.000000
ŋkθr,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋl,2,0,86,0.000000,0.006078,0.006078,0.000000
ŋm,2,0,157,0.000000,0.011095,0.011095,0.000000
ŋmj,3,0,4,0.000000,0.000283,0.000283,0.000000
ŋn,2,0,56,0.000000,0.003958,0.003958,0.000000
ŋnj,3,0,11,0.000000,0.000777,0.000777,0.000000
ŋp,2,0,114,0.000000,0.008057,0.008057,0.000000
ŋpl,3,0,12,0.000000,0.000848,0.000848,0.000000
ŋpr,3,0,18,0.000000,0.001272,0.001272,0.000000
ŋr,2,0,66,0.000000,0.004664,0.004664,0.000000
ŋs,2,0,159,0.000000,0.011237,0.011237,0.000000
ŋsk,3,0,13,0.000000,0.000919,0.000919,0.000000
ŋskr,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋskw,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋsl,3,0,2,0.000000,0.000141,0.000141,0.000000
ŋsm,3,0,3,0.000000,0.000212,0.000212,0.000000
ŋsn,3,0,4,0.000000,0.000283,0.000283,0.000000
ŋsp,3,0,12,0.000000,0.000848,0.000848,0.000000
ŋspl,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋspr,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋst,3,0,27,0.000000,0.001908,0.001908,0.000000
ŋstr,4,0,3,0.000000,0.000212,0.000212,0.000000
ŋstð,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋsw,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋt,2,1246,405,0.079328,0.028622,0.107950,0.734859
ŋtf,3,6,0,0.000382,0.000000,0.000382,1.000000
ŋtfs,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtfsp,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋtft͡s,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtj,3,2,0,0.000127,0.000000,0.000127,1.000000
ŋtk,3,234,0,0.014898,0.000000,0.014898,1.000000
ŋtkl,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtkr,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋtl,3,6,0,0.000382,0.000000,0.000382,1.000000
ŋtlv,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtm,3,3,0,0.000191,0.000000,0.000191,1.000000
ŋtn,3,65,0,0.004138,0.000000,0.004138,1.000000
ŋtp,3,79,0,0.005030,0.000000,0.005030,1.000000
ŋtpl,4,33,0,0.002101,0.000000,0.002101,1.000000
ŋtpr,4,5,0,0.000318,0.000000,0.000318,1.000000
ŋtpʃ,4,8,0,0.000509,0.000000,0.000509,1.000000
ŋtr,3,17,18,0.001082,0.001272,0.002354,0.459700
ŋts,3,12,0,0.000764,0.000000,0.000764,1.000000
ŋtsf,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtsk,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋtsp,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtst,4,5,0,0.000318,0.000000,0.000318,1.000000
ŋtt,3,11,0,0.000700,0.000000,0.000700,1.000000
ŋttr,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtt͡s,3,12,0,0.000764,0.000000,0.000764,1.000000
ŋtx,3,2,0,0.000127,0.000000,0.000127,1.000000
ŋtxt͡s,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋtɲ,3,44,0,0.002801,0.000000,0.002801,1.000000
ŋtʃ,3,100,0,0.006367,0.000000,0.006367,1.000000
ŋtʃf,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋtʃfs,5,2,0,0.000127,0.000000,0.000127,1.000000
ŋtʃfsp,6,2,0,0.000127,0.000000,0.000127,1.000000
ŋtʃj,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtʃk,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtʃl,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtʃm,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtʃn,4,47,0,0.002992,0.000000,0.002992,1.000000
ŋtʃp,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋtʃt,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋtʃt͡ʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋtʃt͡ʃw,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋtʃɲ,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡s,2,2855,0,0.181766,0.000000,0.181766,1.000000
ŋt͡sf,3,40,0,0.002547,0.000000,0.002547,1.000000
ŋt͡sff,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sfk,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋt͡sfkw,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sfp,4,13,0,0.000828,0.000000,0.000828,1.000000
ŋt͡sfpr,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sfs,4,6,0,0.000382,0.000000,0.000382,1.000000
ŋt͡sfsk,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sfsp,5,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡sfst,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sfstr,6,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sfsw,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sft,4,8,0,0.000509,0.000000,0.000509,1.000000
ŋt͡sft͡s,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sft͡ʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sfʃ,4,5,0,0.000318,0.000000,0.000318,1.000000
ŋt͡sj,3,48,0,0.003056,0.000000,0.003056,1.000000
ŋt͡sk,3,42,0,0.002674,0.000000,0.002674,1.000000
ŋt͡skl,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡skr,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡skʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sl,3,9,0,0.000573,0.000000,0.000573,1.000000
ŋt͡sm,3,45,0,0.002865,0.000000,0.002865,1.000000
ŋt͡smw,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡smɲ,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡sn,3,91,0,0.005794,0.000000,0.005794,1.000000
ŋt͡sp,3,100,0,0.006367,0.000000,0.006367,1.000000
ŋt͡spl,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡spr,4,10,0,0.000637,0.000000,0.000637,1.000000
ŋt͡sps,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡spw,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡spʃ,4,31,0,0.001974,0.000000,0.001974,1.000000
ŋt͡sr,3,38,0,0.002419,0.000000,0.002419,1.000000
ŋt͡ss,3,56,0,0.003565,0.000000,0.003565,1.000000
ŋt͡ssf,4,9,0,0.000573,0.000000,0.000573,1.000000
ŋt͡ssk,4,11,0,0.000700,0.000000,0.000700,1.000000
ŋt͡sskl,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sskr,5,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡sskw,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sskʃ,5,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡ssp,4,9,0,0.000573,0.000000,0.000573,1.000000
ŋt͡sspr,5,3,0,0.000191,0.000000,0.000191,1.000000
ŋt͡ssr,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡sss,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡sst,4,5,0,0.000318,0.000000,0.000318,1.000000
ŋt͡sstr,5,4,0,0.000255,0.000000,0.000255,1.000000
ŋt͡sst͡s,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡ssw,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡ssʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡st,3,51,0,0.003247,0.000000,0.003247,1.000000
ŋt͡stf,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋt͡str,4,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡stʃ,4,4,0,0.000255,0.000000,0.000255,1.000000
ŋt͡st͡s,3,9,0,0.000573,0.000000,0.000573,1.000000
ŋt͡st͡ʃ,3,9,0,0.000573,0.000000,0.000573,1.000000
ŋt͡sw,3,3,0,0.000191,0.000000,0.000191,1.000000
ŋt͡sɲ,3,21,0,0.001337,0.000000,0.001337,1.000000
ŋt͡sʃ,3,105,0,0.006685,0.000000,0.006685,1.000000
ŋt͡sʃp,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋt͡sʃt͡ʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
ŋt͡ʃ,2,363,25,0.023111,0.001767,0.024877,0.928981
ŋt͡ʃj,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡ʃk,3,26,0,0.001655,0.000000,0.001655,1.000000
ŋt͡ʃl,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡ʃn,3,40,0,0.002547,0.000000,0.002547,1.000000
ŋt͡ʃp,3,4,0,0.000255,0.000000,0.000255,1.000000
ŋt͡ʃpʃ,4,3,0,0.000191,0.000000,0.000191,1.000000
ŋt͡ʃt,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡ʃt͡s,3,1,0,0.000064,0.000000,0.000064,1.000000
ŋt͡ʃɲ,3,62,0,0.003947,0.000000,0.003947,1.000000
ŋv,2,0,21,0.000000,0.001484,0.001484,0.000000
ŋw,2,0,211,0.000000,0.014912,0.014912,0.000000
ŋz,2,0,270,0.000000,0.019081,0.019081,0.000000
ŋzb,3,0,3,0.000000,0.000212,0.000212,0.000000
